Country/territory of the murder,City of the murder,Location of the murder,Gender identity or expression,Sex Characteristics,Sexual Orientation,Occupation,Migrant status,Nationality,Race,Age range,Disability,TDoR period (Oct-Sept),Calendar year,Date of the incident,Time of the incident,Type of homicide/murder,Type of location of the murder,Number of perpetrators,Type of perpetrator(s),Basis for bias,Bias indicators,Source of information about the murder,Reported by,Response from local authorities,ciudad_limpia,departamento,hubo_respuesta_institucional,solo_departamento_reportado
"Sudamérica, Latinoamérica y el Caribe::Colombia","Rebolo, Barranquilla",10.96854|-74.78132,mujer trans / trans femenina / trans femme / mujer transgénero,endosex,Desconocida,activista / líder comunitarie,no es migrante,Colombia,Black,,no,TDoR 2025,2025,2025/09/17,noche: 21:00 a 5:00,paliza,,,,,grado / tipo de violencia,press,Centro de Apoyo a las Identidades Trans,caso en investigación,Rebolo,Barranquilla,True,False
"Sudamérica, Latinoamérica y el Caribe::Colombia","Popayan, Cauca",2.43823|-76.61316,mujer trans / trans femenina / trans femme / mujer transgénero,endosex,Desconocida,otro,no es migrante,Colombia,Black,,no,TDoR 2025,2025,2025/09/22,noche: 21:00 a 5:00,tiroteo,calle,,policía / militar / ejército,,,press,Centro de Apoyo a las Identidades Trans,caso en investigación,Popayán,Cauca,True,False
"Sudamérica, Latinoamérica y el Caribe::Colombia","Pereira, Risalda",4.82097965|-75.6976749,hombre trans / trans masculino / hombre transgénero,endosex,Desconocida,,no es migrante,Colombia,Black,31 a 40,no,TDoR 2025,2024,2024/10/25,,apuñalamiento,playa / ribera / río / lago / bajo puente,,,,grado / tipo de violencia,press,Centro de Apoyo a las Identidades Trans,caso en investigación,Pereira,Risaralda,True,False
"Sudamérica, Latinoamérica y el Caribe::Colombia","Manizales, Caldas",5.0709535|-75.5210265,mujer trans / trans femenina / trans femme / mujer transgénero,endosex,Desconocida,trabajadorx sexual,no es migrante,Colombia,,,,TDoR 2025,2024,2024/11/16,tarde: 12:00 a 17:00,apuñalamiento,calle,1,cliente de trabajo sexual,identidad de género / expresión de género,diferencias entre sospechoso y víctima,press,Trans Lives Matter tdor.translivesmatter.info,sospechoso detenido,Manizales,Caldas,True,False
"Sudamérica, Latinoamérica y el Caribe::Colombia","Medellín, Antioquia",6.3076739|-75.5563474,mujer trans / trans femenina / trans femme / mujer transgénero,endosex,Heterosexual,peluquería / estilista / esteticista,no es migrante,Colombia,Black,41 a 50,no,TDoR 2025,2024,2024/12/31,noche: 21:00 a 5:00,apuñalamiento,peluquería / salón de belleza,,conocido/a,,grado / tipo de violencia,press,Centro de Apoyo a las Identidades Trans,autor acusado,Medellín,Antioquia,True,False
"Sudamérica, Latinoamérica y el Caribe::Colombia","Medellín, Antioquia",6.252732|-75.5610896,mujer trans / trans femenina / trans femme / mujer transgénero,,Desconocida,trabajadorx sexual,no es migrante,Colombia,Black,31 a 40,no,TDoR 2025,2025,2025/03/04,,tortura,residencia de familiares / amigos / clientes,1,cliente de trabajo sexual,trabajo sexual,grado / tipo de violencia,press,Centro de Apoyo a las Identidades Trans,sospechoso identificado,Medellín,Antioquia,True,False
"Sudamérica, Latinoamérica y el Caribe::Colombia","Andes, Antioquia",5.7011523|-75.967536,mujer trans / trans femenina / trans femme / mujer transgénero,,Desconocida,,,Colombia,Black,,,TDoR 2025,2025,2025/03/24,,decapitación / desmembramiento,matorral / campo / pastizales / zona rural / arboleda / bosque,,,,grado / tipo de violencia,press,Centro de Apoyo a las Identidades Trans,caso en investigación,Andes,Antioquia,True,False
"Sudamérica, Latinoamérica y el Caribe::Colombia","Armenia, Quindio",4.5423559|-75.7217497,mujer trans / trans femenina / trans femme / mujer transgénero,endosex,Desconocida,trabajadorx sexual,no es migrante,Colombia,Black,31 a 40,,TDoR 2025,2025,2025/03/31,noche: 21:00 a 5:00,asfixia / inhalación de humo / asfixia,hotel / motel / autocine,1,cliente de trabajo sexual,trabajo sexual,,press,Centro de Apoyo a las Identidades Trans,autor detenido,Armenia,Quindío,True,False
"Sudamérica, Latinoamérica y el Caribe::Colombia","Bello, Antioquia",6.34198374|-75.56708701,mujer trans / trans femenina / trans femme / mujer transgénero,endosex,Desconocida,,no es migrante,Colombia,Black,31 a 40,no,TDoR 2025,2025,2025/04/05,,paliza,otro,5,organised hate group / gang,identidad de género / expresión de género,grado / tipo de violencia,press,Centro de Apoyo a las Identidades Trans,autor detenido,Bello,Antioquia,True,False
"Sudamérica, Latinoamérica y el Caribe::Colombia","Medellín, Antioquia",6.26657361|-75.56509671,otro,endosex,Other,,no es migrante,Colombia,Black,61 a 70,no,TDoR 2025,2025,2025/04/21,,paliza,residencia propia,1,amigo/a,,grado / tipo de violencia,press,Centro de Apoyo a las Identidades Trans,autor detenido,Medellín,Antioquia,True,False
"Sudamérica, Latinoamérica y el Caribe::Colombia","La Unión, Valle del Cauca",4.5335108|-76.1139162,mujer trans / trans femenina / trans femme / mujer transgénero,endosex,Desconocida,,no es migrante,Colombia,Black,19 a 25,no,TDoR 2025,2025,2025/05/19,noche: 17:00 a 21:00,tiroteo,autopista / circunvalación / carretera,2,organised hate group / gang,,grado / tipo de violencia,press,Centro de Apoyo a las Identidades Trans,caso en investigación,La Unión,Valle del Cauca,True,False
"Sudamérica, Latinoamérica y el Caribe::Colombia","San Jacinto, Bolivar",9.8298258|-75.1597871,mujer trans / trans femenina / trans femme / mujer transgénero,endosex,Heterosexual,activista / líder comunitarie,no es migrante,Colombia,Other racialised,26 a 30,no,TDoR 2025,2025,2025/05/22,noche: 21:00 a 5:00,apuñalamiento,calle,,,trabajo sexual,grupos de odio organizados,press,Centro de Apoyo a las Identidades Trans,caso en investigación,San Jacinto,Bolívar,True,False
"Sudamérica, Latinoamérica y el Caribe::Colombia","Riohacha, La Guajira",11.5489466|-72.9209256,mujer trans / trans femenina / trans femme / mujer transgénero,endosex,Desconocida,,no es migrante,Colombia,Black,31 a 40,no,TDoR 2025,2025,2025/06/16,tarde: 12:00 a 17:00,tiroteo,otro,1,organised hate group / gang,,grado / tipo de violencia,press,Centro de Apoyo a las Identidades Trans,caso en investigación,Riohacha,La Guajira,True,False
"Sudamérica, Latinoamérica y el Caribe::Colombia","Medellín, Antioquia",6.2507149|-75.5496097,hombre trans / trans masculino / hombre transgénero,endosex,Desconocida,,no es migrante,Colombia,Black,41 a 50,no,TDoR 2025,2025,2025/07/29,,apuñalamiento,residencia propia,2,conocido/a,,grado / tipo de violencia,press,Centro de Apoyo a las Identidades Trans,autor acusado,Medellín,Antioquia,True,False
"Sudamérica, Latinoamérica y el Caribe::Colombia","Cali, Valle de Cauca",3.43054|-76.5199,mujer trans / trans femenina / trans femme / mujer transgénero,endosex,Desconocida,,no es migrante,Colombia,Black,,no,TDoR 2025,2025,2025/08/04,,,,,,,,press,Centro de Apoyo a las Identidades Trans,caso en investigación,Cali,Valle del Cauca,True,False
"Sudamérica, Latinoamérica y el Caribe::Colombia","Santa Marta, Magdalena",11.23855|-74.19427,mujer trans / trans femenina / trans femme / mujer transgénero,endosex,Desconocida,artista / intérprete,no es migrante,Colombia,Black,,no,TDoR 2025,2025,2025/09/10,,otro,hotel / motel / autocine,,,,,press,Centro de Apoyo a las Identidades Trans,caso en investigación,Santa Marta,Magdalena,True,False
"Sudamérica, Latinoamérica y el Caribe::Colombia","Cali, Valle del Cauca",3.398212|-76.575703,mujer trans / trans femenina / trans femme / mujer transgénero,endosex,Desconocida,peluquería / estilista / esteticista,no es migrante,Colombia,,,,TDoR 2025,2025,2025/09/26,,,,,,,,LGBTIQ group,Caribe afirmativo,,Cali,Valle del Cauca,False,False
"Sudamérica, Latinoamérica y el Caribe::Colombia","Caldas, Antioquia",-14.6386354|-39.5532387,mujer trans / trans femenina / trans femme / mujer transgénero,endosex,Desconocida,activista / líder comunitarie,no es migrante,Colombia,Black,61 a 70,no,TDoR 2025,2024,2024/10/20,,apuñalamiento,residencia propia,,,,grado / tipo de violencia,press,Centro de Apoyo a las Identidades Trans,caso en investigación,Caldas,Antioquia,True,False
"Sudamérica, Latinoamérica y el Caribe::Colombia","Buenaventura, Valle del Cauca",3.88062828|-77.01839692,mujer trans / trans femenina / trans femme / mujer transgénero,endosex,Desconocida,activista / líder comunitarie,no es migrante,Colombia,Black,,no,TDoR 2025,2025,2025/06/24,tarde: 12:00 a 17:00,,calle,,,identidad de género / expresión de género,grado / tipo de violencia,press,Centro de Apoyo a las Identidades Trans,caso en investigación,Buenaventura,Valle del Cauca,True,False
"Sudamérica, Latinoamérica y el Caribe::Colombia","Tulua, Valle de Cauca",4.08466|-76.19536,mujer trans / trans femenina / trans femme / mujer transgénero,endosex,Desconocida,,no es migrante,Colombia,Black,,no,TDoR 2025,2025,2025/09/28,noche: 21:00 a 5:00,tiroteo,autopista / circunvalación / carretera,,organised hate group / gang,,grado / tipo de violencia,press,Centro de Apoyo a las Identidades Trans,caso en investigación,Tulua,Valle del Cauca,True,False
"Sudamérica, Latinoamérica y el Caribe::Colombia","Cajicá, Cundinamarca",25.1034427|85.7247917,mujer trans / trans femenina / trans femme / mujer transgénero,endosex,Desconocida,,no es migrante,Colombia,Black,,no,TDoR 2025,2025,2025/01/09,mañana: 5:00 a 12:00,,residencia propia,,otro,otro,percepción de los testigos,press,Centro de Apoyo a las Identidades Trans,caso en investigación,Cajicá,Cundinamarca,True,False
"Sudamérica, Latinoamérica y el Caribe::Colombia","Cúcuta, Santander",7.9090863|-72.5228748,mujer trans / trans femenina / trans femme / mujer transgénero,endosex,Desconocida,trabajadorx sexual,no es migrante,Colombia,Black,31 a 40,no,TDoR 2025,2025,2025/01/11,,tiroteo,residencia de familiares / amigos / clientes,,,trabajo sexual,grupos de odio organizados,press,Centro de Apoyo a las Identidades Trans,caso en investigación,Cúcuta,Norte de Santander,True,False
"Sudamérica, Latinoamérica y el Caribe::Colombia","Dabeiba, Antioquia",6.9973952|-76.2734158,mujer trans / trans femenina / trans femme / mujer transgénero,endosex,Desconocida,empleado / funcionario público / empleado,no es migrante,Colombia,Other racialised,,no,TDoR 2025,2025,2025/07/25,,apuñalamiento,matorral / campo / pastizales / zona rural / arboleda / bosque,,,,grado / tipo de violencia,press,Centro de Apoyo a las Identidades Trans,caso en investigación,Dabeiba,Antioquia,True,False
"Sudamérica, Latinoamérica y el Caribe::Colombia","Palmira, Valle del Cauca",3.53944|-76.30361,hombre trans / trans masculino / hombre transgénero,endosex,Desconocida,,no es migrante,Colombia,Black,,no,TDoR 2025,2025,2025/09/19,,,prisión / estación de policía / campamento militar / juzgado,,policía / militar / ejército,,,press,Centro de Apoyo a las Identidades Trans; Caribe afirmativo,caso en investigación,Palmira,Valle del Cauca,True,False
